	actors	average_per_theatre	cinematographers	composers	directors	distributor	domestic	foreign	genre	gross	gross2	gross_to_date	mpaa_rating	producers	production_budget	rank	release_date	release_year	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
1535		462.0				Seven Arts Distribution	927.172382324		Documentary	502.173083978	424.999298345	462.0	Unrated			102.0	2010-02-26		90.0	1.0		45365 (2010)	2010-02-26	1.0			
1536	Dennis Quaid,Martin Short,Meg Ryan	6261.0		Jerry Goldsmith	Joe Dante	Warner Bros.	54025291.9434		Sci-Fi Comedy	20941472.208	13935977.8477	10037049.0	PG	Kathleen Kennedy,Frank Marshall,Jon Peters,Steven Spielberg		2.0	1987-07-03		121.0	1603.0		Innerspace (1987)	1987-07-03	1.0			
1537		4558.0				Economic Projections	59524.8838505		Comedy	11062.006938	22366.7348182	9104.0	R			73.0	2005-02-02		77.0	2.0		Assisted Living (2005)	2005-01-28	0.0			
1538	Peter Facinelli,Jaimie Alexander,Vincent Gallo,Michael Madsen,William Forsythe,Joe Pantoliano	1678.0				IFC	3632.77273361		Comedy / Drama	1732.25139159	1108.72347709	1678.0	PG-13			84.0	2012-01-11		88.0	1.0		Loosies (2012)	2012-01-06	0.0			
1539		6128.0				International Film Circuit	45308.7166084		Documentary	12269.5463935	8029.5195492	12255.0	Unrated			62.0	2014-05-16		89.0	2.0		Ai Weiwei: The Fake Case (2014)	2014-05-16	1.0			
1540	Leonardo DiCaprio,David Thewlis	3551.0			Agnieszka Holland	Fine Line	528994.260912		Period Drama	287207.371549	151057.901529	184672.0	R			17.0	1995-11-03		112.0	52.0		Total Eclipse (1995)	1995-11-03	1.0			Christopher Hampton
1541	Denzel Washington,Eva Mendes,Sanaa Lathan	6541.0	Theo Van de Sande	Graeme Revell	Carl Franklin	MGM	52928015.0835	14406718.0	Crime Thriller	25919401.0859	14307402.3914	20121636.0	PG-13	Neal H. Moritz	50000000.0	2.0	2003-10-03		105.0	3076.0		Out of Time (2003)	2003-10-03	1.0		55495563.0	
1542		5897.0				The Disinformation Co.	8759.98842758		Documentary	6932.98238591	1827.00604167	5897.0	Unrated			90.0	2006-06-02		96.0	1.0		The Cult of the Suicide Bomber (2006)	2006-06-02	1.0			
1543	Christian Slater,Sean Bean,Ving Rhames,Dominic Monaghan	764.0				Roadside Attractions	40155.6106257	1533142.0	Action / Adventure	39436.0759297	719.534696029	38201.0	R			51.0	2012-08-03		94.0	50.0		Soldiers of Fortune (2012)	2012-08-03	1.0		1572040.0	
1544	Diane Lane,Billy Burke	5934.0		Christopher Young	Gregory Hoblit	Sony / Screen Gems	31581095.4246	23971759.0	Thriller	15467595.3581	7480384.57125	14050552.0	R	Gary Lucchesi,Tom Rosenberg,Richard Wright	35000000.0	5.0	2008-01-25		101.0	2368.0		Untraceable (2008)	2008-01-25	1.0		52659594.0	Allison Burnett
1545	Abbie Cornish,Ryan Kwanten ,Helen Mirren,Sam Neill ,Richard Roxburgh ,Geoffrey Rush,Jim Sturgess,Hugo Weaving,David Wenham 	5368.0		David Hirschfelder	Zack Snyder	Warner Bros.	60516544.6551	84398077.0	Animation	20860692.7339	14341385.0187	19191869.0	PG	Deborah Snyder	80000000.0	3.0	2010-09-24		90.0	3575.0		Legend of the Guardians: The Owls of Ga'Hoole (2010)	2010-09-24	1.0		140073390.0	John Orloff
1546		1533.0				Cinema Purgatorio	4394.95999804		Horror Thriller	1615.31375617	546.867475182	1533.0	Unrated			107.0	2011-07-15		74.0	1.0		Daylight (2011) (2011)	2011-07-15	1.0			
1547		9187.0				ThinkFilm	26006.3353456		Documentary	11149.3864772	2824.0581618	9187.0	Unrated			92.0	2005-10-19		97.0	1.0		Three of Hearts (2005)	2005-10-21	1.0			
1548		4859.0				Sony Classics	271440.300132	10565300.0	Unknown	36576.4032133	40964.1663102	29151.0	R			80.0	2004-05-14		146.0	6.0		Carandiru (2004)	2004-05-14	1.0		10781635.0	
1549						Indican	163043.209084		War	46809.705328	29624.9510905	43065.0	R			47.0	2010-05-28		99.0			Only the Brave (2010)	2010-05-21	0.0			
1550	Michael Keaton,Christopher Lloyd,Peter Boyle,Stephen Furst	5505.0			Howard Zieff	Universal	55221596.8877		Comedy	13847488.8537	10481694.5395	7244580.0	PG-13			2.0	1989-04-07		113.0	1316.0		The Dream Team (1989)	1989-04-07	1.0			David Loucka
1551	Kevin Bacon,Helena Bonham Carter,Steve Martin	5763.0				Artisan	2725738.32634	497690.0	Comedy Thriller	809836.634224	602404.60205	605113.0	R	Michelle Weisler	8000000.0	21.0	2001-11-16		95.0	105.0		Novocaine (2001)	2001-11-16	1.0		2534372.0	
1552	Gary Sinise	7569.0				Sister Films	102749.445772		Unknown	19499.8007935	4280.47549457	37293.0	PG-13			76.0	2003-05-30		96.0	2.0		Made-Up (2003)	2004-01-23	35.0			
1553		7319.0			Sidney J. Furie	TriStar	52247266.2575		Action	17093434.6457	10505480.0912	7904245.0	PG-13			2.0	1986-01-17		117.0	1080.0		Iron Eagle (1986)	1986-01-17	1.0			
1554	Keanu Reeves	9408.0				Fox	77774147.1747		Romance	22444043.3184	17162432.0746	14431337.0	PG-13	David Zucker,Jerry Zucker		2.0	1995-08-11		102.0	1534.0		A Walk in the Clouds (1995)	1995-08-11	1.0			Robert Mark Kamen
1555		43346.0				Magnolia	329607.798309		Drama / Thriller	44747.4188437	70314.1279999	43346.0	R			56.0	2012-08-17		90.0	1.0		Compliance (2012)	2012-08-17	1.0		319285.0	
1556		6308.0				Lifesize	63721.5051957		Foreign	16251.1221304	11345.9007391	7914.0	Unrated			84.0	2003-02-07		106.0	2.0		Zus & Zo (2003)	2003-02-07	1.0		49468.0	
1557	Hugh Jackman,Kate Beckinsale	18005.0		Alan Silvestri	Stephen Sommers	Universal	150788840.225	180080391.0	Period Horror	80763687.043	32116982.9388	64367790.0	PG-13	Sam Mercer,Stephen Sommers	160000000.0	1.0	2004-05-07		130.0	3575.0		Van Helsing (2004)	2004-05-07	1.0		300257475.0	Stephen Sommers
1558	Vinnie Jones,Jason Statham	212.0				Paramount Classics	122223.830406	7217436.0	Sports Comedy	279.308526959	90.907020567	92701.0	R	Matthew Vaughn		95.0	2002-02-22		99.0	1.0		Mean Machine (2002)	2002-06-14	17.0		7310206.0	
1559						Eros	2874552.41923		Foreign	1107957.73337	666268.160108	778787.0	Unrated			21.0	1999-08-13		179.0			Taal (1999)	1999-08-13	1.0			
1560	Kirsten Dunst,Charlotte Gainsbourg,John Hurt,Charlotte Rampling,Stellan Skarsgard,Alexander Skarsgård,Kiefer Sutherland	19562.0			Lars Von Trier	Magnolia	3193588.04127	12915473.0	Drama	391639.300406	526104.423933	371682.0	R			27.0	2011-11-11		135.0	19.0		Melancholia (2011)	2011-11-11	1.0		15946321.0	Lars Von Trier
1561	Tom Cruise	4766.0			Ridley Scott	Universal	33524307.2984		Fantasy	12234194.7216	7429274.0768	5657264.0	PG	Arnon Milchan		1.0	1986-04-18		114.0	1187.0		Legend (1986)	1986-04-18	1.0			
1562	Courteney Cox,Michael Ealy	4260.0				Sony Classics	233237.834931		Thriller	41359.6485407	44933.7144137	34080.0	R	John Sloss	1500000.0	62.0	2005-07-22		78.0	8.0		November (2005)	2005-07-22	1.0			
1563	Meryl Streep,Julianne Moore,Nicole Kidman,Ed Harris,Toni Collette,Claire Danes,Jeff Daniels,Stephen Dillane,Allison Janney,John C. Reilly,Miranda Richardson	65067.0		Philip Glass	Stephen Daldry	Paramount	54907832.5175	67170078.0	Drama	942982.47682	755055.267927	715740.0	PG-13	Scott Rudin	25000000.0	30.0	2002-12-27		114.0	11.0		The Hours (2002)	2002-12-27	1.0		108846072.0	David Hare
1564	George Clooney,Mark Wahlberg,Ice Cube	7040.0	Newton Thomas Sigel	Carter Burwell,Thomas Newman	David O. Russell	Warner Bros.	86287896.8584	47100000.0	War Drama	29464109.6583	22327781.0237	20710416.0	R	Charles Roven	75000000.0	2.0	1999-10-01		114.0	2942.0		Three Kings (1999)	1999-10-01	1.0		107752036.0	John Ridley,David O. Russell
1565		3175.0				Magnolia	10665.1997835		Comedy	6902.16251789	2922.82126151	6350.0	R		30000.0	97.0	2010-10-15		89.0	2.0		Down Terrace (2010)	2010-10-15	1.0			
1566		4700.0				Eros	566750.742689		Foreign	242598.813632	160005.108574	235001.0	Unrated			28.0	2012-04-20		142.0	50.0		Vicky Donor (2012)	2012-04-20	1.0		549001.0	
1567	Amy Adams,Christoph Waltz,Danny Huston,Krysten Ritter,Jason Schwartzman,Terence Stamp	1079.0			Tim Burton	Weinstein Company	14499220.8263	14771135.0	Drama	1412200.26081	5910480.28201	1410526.0	PG-13			20.0	2014-12-25		106.0	1307.0		Big Eyes (2014)	2014-12-19	0.0		29253166.0	
1568		19119.0				American Experience Films	466667.266229		Documentary	38283.3875963	34136.4711408	38238.0	Unrated			62.0	2014-09-05		98.0	2.0		Last Days in Vietnam (2014)	2014-09-05	1.0			
1569		3010.0				Indican	130562.875467		Unknown	15509.1558696	20402.784038	12040.0	R			95.0	2003-09-19		124.0	4.0		Emerald Cowboy (2003)	2003-09-19	1.0			
1570	Hilary Duff,Heather Locklear,Chris Noth	3970.0	John R. Leonetti	Christophe Beck		Universal	20066959.9595	3235470.0	Romantic Comedy	10055485.6672	5257117.15791	8285635.0	PG	Marc Platt	10000000.0	7.0	2005-06-17		96.0	2087.0		The Perfect Man (2005)	2005-06-17	1.0		19770475.0	
1571	Richard Gere,Juliette Binoche,Kate Bosworth	7657.0				Fox Searchlight	1432733.17727	5676429.0	Drama	195151.278295	428434.0166	160803.0	PG-13	Albert Berger,Arnon Milchan,Ron Yerxa	14000000.0	37.0	2005-11-11		105.0	21.0		Bee Season (2005)	2005-11-11	1.0		6856989.0	
1572	Renee Zellweger				Boaz Yakin	Miramax	1644188.38309		Drama	10942.0424847	77295.1697485	7525.0	R	Lawrence Bender		17.0	1998-03-27		116.0			A Price Above Rubies (1998)	1998-03-20	0.0			Boaz Yakin
1573		5353.0				Indican	32992.3368355		Foreign	5818.46865484	3593.47232821	5353.0	R			73.0	2010-02-12		98.0	1.0		Shanghai Red (2010)	2010-02-12	1.0			
1574	Daniel Day-Lewis,Paul Dano	20505.0				IFC	864420.295315	203776.0	Drama	99541.0719764	218310.496989	82021.0	R	Graham King		56.0	2005-03-25		120.0	4.0		The Ballad of Jack and Rose (2005)	2005-03-25	1.0		916051.0	
1575		7410.0			Oren Peli	Paramount	119226951.947	85436990.0	Horror	270142.837166	1070226.15325	244521.0	R	Jason Blum,Oren Peli,Steven Schneider	15000.0	37.0	2009-09-25		99.0	33.0		Paranormal Activity (2009)	2009-09-25	1.0		193355800.0	Oren Peli
1576	Mo'Nique,Will Forte	3425.0		Nathan Barr	Jay Chandrasekhar	Warner Bros.	22555628.7506	1202413.0	Comedy	11935441.3203	6655862.956	10151951.0	R	Bill Gerber,Scott Mednick,Thomas Tull		4.0	2006-08-25		110.0	2964.0		Beerfest (2006)	2006-08-25	1.0		20387597.0	
1577	Holly Hunter,Gena Rowlands	24174.0	Theo Van de Sande	James Horner	Lasse Hallstrom	Universal	25844046.5449		Comedy / Drama	673093.475742	1338630.94698	386788.0	R			21.0	1991-01-18		115.0	16.0		Once Around (1991)	1991-01-18	1.0			
1578		30023.0				Fine Line	2969438.88881		Romantic Comedy	256278.543595	205763.761969	180139.0	R	Ross Katz		42.0	1999-07-23		90.0	6.0		Trick (1999)	1999-07-23	1.0			
1579	Cedric the Entertainer,Ray Romano ,Denis Leary ,John Leguizamo,Jack Black,Goran Visnjic	17260.0			Carlos Saldanha,Chris Wedge	Fox	232389180.494	206869731.0	Animation	75407716.1085	54664506.0433	57235760.0	PG	Christopher Meledandri	59000000.0	1.0	2002-03-15		81.0	3316.0		Ice Age (2002)	2002-03-15	1.0		383257136.0	
1580	Drew Barrymore					Man Ray Assoc.	187835.562436		Unknown	4217.09831834	26290.0240554	2571.0	R			22.0	1993-01-20		97.0			Guncrazy (1993)	1993-01-15	0.0			
1581	Jennifer Lawrence	2972.0				IMAX	2716339.0	137634.0	Documentary	407148.0	297572.0	407148.0	G			24.0	2016-04-29		45.0	137.0		A Beautiful Planet (2016)	2016-04-29	1.0		2853973.0	
1582	Berenice Bejo	18001.0				Sony Classics	1354956.83194	9300000.0	Foreign	54945.1876011	67202.1440309	54004.0	PG-13			46.0	2013-12-20		130.0	3.0		The Past (2013)	2013-12-20	1.0		10631747.0	
1583		22479.0				Milestone	462401.600428	12001.0	Drama	51391.2920151	59470.8714346	44957.0	Unrated			54.0	2007-03-30		83.0	2.0		Killer of Sheep (re-issue) (2007)	2007-03-30	1.0		416509.0	
1584	Rhys Ifans	954.0				Lions Gate	201101.83532		Romantic Comedy	4785.50999471	20265.0162361	3814.0	PG-13			97.0	2004-08-11		90.0	4.0		Danny Deckchair (2004)	2004-08-06	0.0		160276.0	
1585	Steve Harvey	3832.0				Freestyle Releasing	375066.470025		Comedy	243305.709985	89630.2828819	206949.0	PG			38.0	2006-03-17		77.0	54.0		Steve Harvey's Don't Trip... He Ain't Through with Me Yet! (2006)	2006-03-17	1.0			
1586		6359.0				Well Go USA	218952.583388	21362890.0	Foreign	127334.964382	59407.4316074	127184.0	Unrated			33.0	2014-01-10		137.0	20.0		The Suspect (2014) (2014)	2014-01-10	1.0		21581583.0	
1587		2304.0	Theo Van de Sande		George Gallo	Miramax	2904746.38587		Concert	1786738.48501	840386.281984	1387073.0	R	Paul Brooks		17.0	2003-04-04		84.0	602.0		DysFunKtional Family (2003)	2003-04-04	1.0			
1588	Arnold Schwarzenegger,Abigail Breslin	2249.0				Roadside Attractions	187112.0		Drama / Thriller	177652.0	9460.0	177652.0	PG-13			29.0	2015-05-08		95.0	79.0		Maggie (2015)	2015-05-08	1.0		187112.0	
1589		5901.0				Rialto	27545.6572765		Animation	5908.00434661	5294.2767302	5901.0	Unrated			78.0	2014-11-21		87.0	1.0		The King and the Mockingbird (2014)	2014-11-21	1.0			
1590	James Garner	5828.0	Bill Pope	Mark Isham	Robert Lieberman	Paramount	32617397.0822		Sci-Fi	13594146.9408	8462069.50783	8287820.0	PG-13	Todd Black		1.0	1993-03-12		109.0	1422.0		Fire in the Sky (1993)	1993-03-12	1.0			
1591		6378.0				Rialto	96553.4707987		Foreign	31929.8550453	25329.0293111	31892.0	Unrated			60.0	2014-10-17		92.0	5.0		Hiroshima Mon Amour (2014 re-release) (2014)	2014-10-17	1.0			
1592	Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell	5458.0	Robert Elswit	Theodore Shapiro	David Mamet	Warner Bros.	31465098.8216	4999811.0	Crime	13814137.6939	8819630.08491	10321976.0	R	Don Carmody	39000000.0	5.0	2001-11-09		111.0	1891.0		Heist (2001)	2001-11-09	1.0		28510652.0	David Mamet
1593	Chow Yun-Fat,Gong Li,Jay Chou	7072.0			Zhang Yimou	Sony Classics	7720420.81419	72002204.0	Foreign	16628.811746	1243727.89663	14144.0	R			65.0	2006-12-21		114.0	2.0		Curse of the Golden Flower (2006)	2006-12-15	0.0		78568977.0	
1594	Jason Flemyng,Samuel L. Jackson,Don McKellar,Greta Scacchi	3616.0			Francois Girard	Lions Gate	13807197.0426		Drama	120928.109129	121339.617172	1228810.0	R		18000000.0	49.0	1998-11-06		130.0	23.0		The Red Violin (1998)	1999-01-01	4.0			
1595	Jack Black,John Cusack,Tim Robbins,Catherine Zeta-Jones	7226.0		Howard Shore	Stephen Frears	Buena Vista	37558161.1517	19839158.0	Romantic Comedy	11766729.6111	7640571.95588	8548884.0	R	Tim Bevan,John Cusack	30000000.0	5.0	2000-03-31		114.0	1183.0		High Fidelity (2000)	2000-03-31	1.0		47126295.0	Nick Hornby,Steve Pink
1596		6320.0				Balcony Releasing	137488.670873		Documentary	14859.414003	3938.5265377	12639.0	Unrated			81.0	2006-04-07		85.0	2.0		Sir! No Sir! (2006)	2006-04-07	1.0			
1597		2741.0				Zeitgeist	98733.3721489		Unknown	3899.54139856	16005.0495198	2741.0	Unrated			60.0	1999-07-07			1.0		Late August, Early September (1999)	1999-07-02	0.0			
1598		11554.0				Rumur Releasing	16595.0		Documentary	11554.0	5041.0	11554.0	Unrated			73.0	2015-04-24		81.0	1.0		Who Took Johnny (2015)	2015-04-24	1.0			
1599	Jim Carrey	10276.0			The Farrelly Bros.	New Line	203392210.657	120100000.0	Comedy	40216583.9602	42211672.1587	25146288.0	PG-13	Bradley Thomas,Charles B. Wessler	17000000.0	1.0	1994-12-16		101.0	2447.0		Dumb and Dumber (1994)	1994-12-16	1.0		247275374.0	
1600		4205.0				Zeitgeist	240925.405106		Foreign	4340.95178881	15433.3482147	4205.0	Unrated			97.0	2012-05-16		109.0	1.0		Elena (2012)	2012-05-11	0.0		233380.0	
1601	Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,Danny DeVito,Sarah Jessica Parker,Michael J. Fox,Lukas Haas,Natalie Portman,Jack Black,Christina Applegate	6129.0		Danny Elfman	Tim Burton	Warner Bros.	57057827.5098	63600000.0	Sci-Fi Comedy	18099186.1149	13277310.152	11981260.0	PG-13	Tim Burton,Larry J. Franco		2.0	1996-12-13		106.0	1955.0		Mars Attacks! (1996)	1996-12-13	1.0		101371017.0	
1602		647.0				Film Movement	13702.0		Foreign	1293.0	7102.0	1293.0	Unrated			82.0	2015-03-18		96.0	2.0		Amour Fou (2015)	2015-03-13	0.0		13702.0	
1603		3224.0				IDP	94111.2066304	9905196.0	Foreign / Action	53994.7912446	26909.1583152	41917.0	R			67.0	2003-10-17		116.0	13.0		Returner (2003)	2003-10-17	1.0		9978256.0	
1604		7048.0				Icarus Films	13431.6720684		Documentary	8056.71699897	5374.9550694	7048.0	Unrated			91.0	2007-03-14		52.0	1.0		Blockade (2007)	2007-03-16	1.0			
1605		12643.0				Cinipix	46673.4970746		Documentary	12863.3435827	6803.54176522	12643.0	Unrated			72.0	2013-10-25			1.0		Long Shot: The Kevin Laue Story (2013) (2013)	2013-10-25	1.0			
1606	Jena Malone,Macaulay Culkin,Mandy Moore,Patrick Fugit,Martin Donovan	29103.0		Christophe Beck		United Artists	11217945.6003	1216351.0	Comedy	730331.059407	753204.642837	582066.0	PG-13		5000000.0	15.0	2004-05-28		93.0	20.0		Saved! (2004)	2004-05-28	1.0		10156933.0	
1607	Will Forte,Steve Coogan,Jackie Chan,Cecile de France,Jim Broadbent,Kathy Bates,Arnold Schwarzenegger,Owen Wilson,Luke Wilson,Rob Schneider	1067.0		Trevor Jones	Frank Coraci	Buena Vista	30123539.4777	48170758.0	Family Adventure	3495821.32474	14079014.3197	2786132.0	PG	Bill Badalato,Alex Schwartz	110000000.0	10.0	2004-06-16		120.0	2612.0		Around the World in 80 Days (2004)	2004-06-11	0.0		72178895.0	
1608		6773.0				Warner Bros.	222543228.615		IMAX	213715.789555	1817204.36322	176100.0	G			37.0	2005-11-23		100.0	26.0		The Polar Express (IMAX re-issue 2005) (2005)	2005-11-18	0.0		183373735.0	
1609		4777.0				Buena Vista	127137657.86		Animation	14996185.8015	12911325.7666	7484901.0	G			2.0	1988-03-25		83.0	1567.0		The Fox and the Hound (re-issue) (1988)	1988-03-25	1.0			
1610		5185.0				Eros	1266015.94922		Foreign	1012252.09467	219349.053431	1011052.0	Unrated			22.0	2014-01-24		135.0	195.0		Jai Ho (2014)	2014-01-24	1.0		1264515.0	
1611	Drew Barrymore	8391.0	Andrew Dunn	George Fenton	Andy Tennant	Fox	95542237.5773	32299895.0	Romance	21560552.402	19164399.2317	14827502.0	PG-13	Mireille Soria	26000000.0	5.0	1998-07-31		121.0	1767.0		Ever After: A Cinderella Story (1998)	1998-07-31	1.0		98005666.0	Susannah Grant
1612	Adam Sandler,Chris Rock,Burt Reynolds,Rob Schneider,Tracy Morgan	19181.0		Teddy Castellucci	Peter Segal	Paramount	191894521.51	32201108.0	Sports Comedy	84593411.0103	42357024.0865	69704254.0	PG-13	Jack Giarraputo,Tim Herlihy,Heather Parry,Adam Sandler	82000000.0	3.0	2005-05-27		109.0	3634.0		The Longest Yard (2005)	2005-05-27	1.0		190320568.0	Sheldon Turner
1613		3309.0				Columbia	13039879.5165		Unknown	8316388.0516	2409580.56394	3845615.0	PG			9.0	1986-08-08		90.0	1162.0		A Fine Mess (1986)	1986-08-08	1.0			
1614	Sean Astin	396.0				Freestyle Releasing	39846.2834665		Drama	28846.1703687	4366.5497491	23769.0	PG-13			69.0	2005-04-08		107.0	60.0		Smile (2005)	2005-04-08	1.0			
1615	Claire Danes,Billy Crudup,Tom Wilkinson,Alice Eve	20243.0	Andrew Dunn	George Fenton		Lions Gate	981673.221339	1370687.0	Period Drama	76198.0169031	151798.786098	60729.0	R	Michael Dreyer ,James D. Stern		46.0	2004-10-08		105.0	3.0		Stage Beauty (2004)	2004-10-08	1.0		2153070.0	
1616	Kristin Scott Thomas	15305.0				Cohen Media Group	396549.727499	11489289.0	Foreign	46715.211627	45644.8772563	46180.0	R			52.0	2013-04-19		105.0	3.0		In the House (2013)	2013-04-19	1.0		11879046.0	
1617	Matt Damon	8274.0		Hans Zimmer	Kelly Asbury	DreamWorks	96546044.9749	49283422.0	Animation	36160276.6074	22264019.9622	27446275.0	G	Jeffrey Katzenberg,Mireille Soria	80000000.0	4.0	2002-05-24		82.0	3317.0		Spirit: Stallion of the Cimarron (2002)	2002-05-24	1.0		122563539.0	John Fusco
1618	Christian Slater,Milla Jovovich,Ashley Judd	4880.0			Bruce A. Evans	Universal	35717794.6034		Action Comedy	11632382.1565	8347264.03026	6885680.0	PG-13	Raynold Gideon		5.0	1992-01-10		102.0	1411.0		Kuffs (1992)	1992-01-10	1.0			Bruce A. Evans,Raynold Gideon
1619		2725.0				Orion Pictures	11768958.7151		Unknown	6744823.35184	2800686.53194	3528684.0	PG-13			11.0	1989-07-21		97.0	1295.0		UHF (1989)	1989-07-21	1.0			
1620	Ice Cube	10910.0				New Line	43811398.8013	273226.0	Comedy	23300672.2425	11372445.8755	17685613.0	R	Matt Alvarez,Ice Cube		3.0	2002-11-22		88.0	1621.0		Friday After Next (2002)	2002-11-22	1.0		33526835.0	Ice Cube
1621	Freddie Prinze, Jr.,Jessica Biel,Fred Ward,Matthew Lillard,Brian Dennehy,Brittany Murphy,Wilmer Valderrama	4078.0	Tim Suhrstedt	George Fenton		Warner Bros.	26436633.9435	18894.0	Sports Comedy	12745146.8593	7390896.69453	9523222.0	PG-13	Brian Robbins,Michael Tollin	34000000.0	6.0	2001-08-24		104.0	2335.0		Summer Catch (2001)	2001-08-24	1.0		19772447.0	John Gatins
1622		8089.0				Orion Pictures	69748120.5625		Comedy	21750781.1852	15357195.257	9140179.0	R			1.0	1983-08-19		95.0	1130.0		Easy Money (1983)	1983-08-19	1.0			
1623		12031.0				Regent Releasing	128565.899234	103988.0	Foreign	13291.65378	22751.9173756	12031.0	PG			74.0	2009-04-03		96.0	1.0		The Song of Sparrows (2009)	2009-04-03	1.0		220360.0	
1624		11081.0			Kate Geis	Independent	30168.0		Documentary	11081.0	6917.0	11081.0	Unrated			74.0	2015-09-11		82.0	1.0		Paul Taylor: Creative Domain (2015)	2015-09-11	1.0			
1625	Robin Williams	12976.0			Mike Nichols	MGM	187408923.457	61200000.0	Comedy	38222618.2597	33240904.6183	25302526.0	R	Mike Nichols		1.0	1996-03-08		117.0	1950.0		The Birdcage (1996)	1996-03-08	1.0		185260553.0	
1626	Billy Bob Thornton,Jon Heder,Jacinda Barrett,Luis Guzman,Michael Clarke Duncan,Dan Fogler,Ben Stiller,Aziz Ansari	3514.0		Christophe Beck	Todd Phillips	MGM (Weinstein)	20935994.9488	6140116.0	Comedy	12409036.7918	5303371.76728	10554778.0	PG-13	Scott Budnick,Craig Mazin,Todd Phillips	35000000.0	4.0	2006-09-29		100.0	3004.0		School for Scoundrels (2006)	2006-09-29	1.0		23947685.0	Scot Armstrong
1627		55750.0				Producers Distribution Agency	1699008.71485	6600000.0	Documentary	117485.889432	238699.750208	111499.0	PG-13	Tim Bevan,Eric Fellner		45.0	2011-08-12		106.0	2.0		Senna (2011)	2011-08-12	1.0		8212430.0	
1628	Abigail Breslin,Amy Ryan	9080.0				Magnolia	40359.6382591	361134.0	Drama	11019.5307732	12413.9625858	9080.0	R	Steven Soderbergh	850000.0	90.0	2005-09-09		100.0	1.0		Keane (2005)	2005-09-09	1.0		394390.0	
1629	Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen,Dermot Mulroney,Terence Stamp	8176.0				Fox	91484066.09		Western	22718973.0221	16041709.2615	11339501.0	R	James G. Robinson,Joe Roth		1.0	1988-08-12		102.0	1387.0		Young Guns (1988)	1988-08-12	1.0			John Fusco
